-600,-358.581,13.149
-600,-358.723,12.7727
-600,-358.861,12.3957
-600,-358.994,12.018
-600,-359.123,11.6397
-600,-359.247,11.2608
-600,-359.368,10.8815
-600,-359.483,10.5018
-600,-359.595,10.1217
-600,-359.702,9.74148
-600,-359.805,9.36106
-600,-359.903,8.98055
-600,-359.998,8.60004
-600,-360.088,8.21958
-600,-360.173,7.83925
-600,-360.255,7.45913
-600,-360.332,7.07928
-600,-360.405,6.69977
-600,-360.473,6.32067
-600,-360.538,5.94204
-600,-360.598,5.56396
-600,-360.654,5.18649
-600,-360.707,4.8097
-600,-360.755,4.43364
-600,-360.799,4.05838
-600,-360.839,3.68398
-600,-360.875,3.3105
-600,-360.907,2.938
-600,-360.935,2.56654
-600,-360.959,2.19617
-600,-360.98,1.82696
-600,-360.996,1.45895
-600,-361.009,1.0922
-600,-361.018,0.726753
-600,-361.024,0.362671
-600,-361.026,-1.6896E-10
-600,-361.024,-0.362671
-600,-361.018,-0.726753
-600,-361.009,-1.0922
-600,-360.996,-1.45895
-600,-360.98,-1.82696
-600,-360.959,-2.19617
-600,-360.935,-2.56654
-600,-360.907,-2.938
-600,-360.875,-3.3105
-600,-360.839,-3.68398
-600,-360.799,-4.05838
-600,-360.755,-4.43364
-600,-360.707,-4.8097
-600,-360.654,-5.18649
-600,-360.598,-5.56396
-600,-360.538,-5.94204
-600,-360.473,-6.32067
-600,-360.405,-6.69977
-600,-360.332,-7.07928
-600,-360.255,-7.45913
-600,-360.173,-7.83925
-600,-360.088,-8.21958
-600,-359.998,-8.60004
-600,-359.903,-8.98055
-600,-359.805,-9.36106
-600,-359.702,-9.74148
-600,-359.595,-10.1217
-600,-359.483,-10.5018
-600,-359.368,-10.8815
-600,-359.247,-11.2608
-600,-359.123,-11.6397
-600,-358.994,-12.018
-600,-358.861,-12.3957
-600,-358.723,-12.7727
-600,-358.581,-13.149
-600,-358.434,-13.5244
-600,-358.283,-13.8988
-600,-358.128,-14.2723
-600,-357.969,-14.6447
-600,-357.805,-15.0159
-600,-357.637,-15.3858
-600,-357.464,-15.7545
-600,-357.287,-16.1217
-600,-357.106,-16.4875
-600,-356.921,-16.8517
-600,-356.731,-17.2143
-600,-356.538,-17.5751
-600,-356.34,-17.9342
-600,-356.137,-18.2913
-600,-355.931,-18.6466
-600,-355.721,-18.9998
-600,-355.506,-19.3509
-600,-355.288,-19.6998
-600,-355.065,-20.0465
-600,-354.839,-20.3909
-600,-354.608,-20.7328
-600,-354.374,-21.0723
-600,-354.136,-21.4092
-600,-353.894,-21.7436
-600,-353.648,-22.0752
-600,-353.398,-22.4041
-600,-353.145,-22.7302
-600,-352.888,-23.0533
-600,-352.628,-23.3736
-600,-352.364,-23.6908
-600,-352.097,-24.0049
-600,-351.826,-24.3159
-600,-351.552,-24.6237
-600,-351.274,-24.9282
-600,-350.994,-25.2294
-600,-350.71,-25.5272
-600,-350.423,-25.8216
-600,-350.133,-26.1125
-600,-349.84,-26.3999
-600,-349.544,-26.6837
-600,-349.245,-26.9638
-600,-348.944,-27.2403
-600,-348.639,-27.513
-600,-348.332,-27.782
-600,-348.023,-28.0471
-600,-347.711,-28.3084
-600,-347.396,-28.5658
-600,-347.079,-28.8192
-600,-346.76,-29.0687
-600,-346.439,-29.3142
-600,-346.115,-29.5556
-600,-345.789,-29.793
-600,-345.462,-30.0263
-600,-345.132,-30.2554
-600,-344.801,-30.4805
-600,-344.468,-30.7013
-600,-344.133,-30.918
-600,-343.796,-31.1304
-600,-343.458,-31.3387
-600,-343.118,-31.5426
-600,-342.777,-31.7424
-600,-342.435,-31.9378
-600,-342.091,-32.129
-600,-341.746,-32.3159
-600,-341.4,-32.4985
-600,-341.053,-32.6768
-600,-340.705,-32.8508
-600,-340.356,-33.0205
-600,-340.007,-33.1859
-600,-339.656,-33.347
-600,-339.305,-33.5038
-600,-338.953,-33.6563
-600,-338.601,-33.8044
-600,-338.248,-33.9484
-600,-337.895,-34.088
-600,-337.542,-34.2234
-600,-337.188,-34.3545
-600,-336.834,-34.4814
-600,-336.48,-34.604
-600,-336.126,-34.7225
-600,-335.772,-34.8367
-600,-335.418,-34.9468
-600,-335.065,-35.0528
-600,-334.711,-35.1546
-600,-334.358,-35.2523
-600,-334.005,-35.3459
